景點介紹,景點照,景點名,評分,評論數,類型,
https://www.tripadvisor.com.tw/Attraction_Review-g13792751-d15512224-Reviews-Haomeili_3D_Ocean_World_Outdoor_Art_Museum-Budai_Chiayi_County.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/dd/15/b9/park.jpg?w=500&h=-1&s=1,好美里3D海洋世界戶外美術館,4.0 分 (共 5 分),2,藝術博物館,
https://www.tripadvisor.com.tw/Attraction_Review-g13806837-d6553699-Reviews-Jioufen_Historical_House-Ruifang_New_Taipei.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/52/1b/b9/caption.jpg?w=500&h=400&s=1,九份文史工作室,4.0 分 (共 5 分),8,景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13806711-d6554728-Reviews-Xiaobantian_Mengzongzhu_Green_Trail-Lugu_Nantou.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/4b/08/67/caption.jpg?w=500&h=400&s=1,小半天孟宗竹綠色隧道,4.0 分 (共 5 分),8,登山步道,
https://www.tripadvisor.com.tw/Attraction_Review-g1432365-d13325183-Reviews-Tamsui_River_Mangrove_Nature_Reserve-New_Taipei.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/a4/e9/e5/tamsui-river-mangrove.jpg?w=500&h=400&s=1,淡水河紅樹林自然保留區,4.5 分 (共 5 分),2,自然和野生動物區,
https://www.tripadvisor.com.tw/Attraction_Review-g13806931-d6554336-Reviews-Wushih_Harbor-Toucheng_Yilan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/56/e0/bc/caption.jpg?w=500&h=400&s=1,烏石港,4.0 分 (共 5 分),54,景點和地標 • 海灘,
https://www.tripadvisor.com.tw/Attraction_Review-g13808494-d6553489-Reviews-Bantaoyao_Crafts_Studio_of_Jiao_Zhi_Pottery_Chien_Nien-Xingang_Chiayi_County.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/cb/a1/06/caption.jpg?w=500&h=400&s=1,板陶窯交趾剪黏工藝園區,4.5 分 (共 5 分),18,景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13806851-d6553538-Reviews-Chen_Ding_Nan_Memorial_Hall-Sanxing_Yilan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/55/db/31/photo1jpg.jpg?w=500&h=-1&s=1,陳定南紀念館,5.0 分 (共 5 分),7,景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13806760-d8550834-Reviews-Xuan_Kong_Temple-Nanxi_Tainan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/29/90/0d/beautiful-temple-with.jpg?w=500&h=400&s=1,玄空法寺 Xuan Kong Temple,4.0 分 (共 5 分),3,古蹟 • 景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13806674-d12948055-Reviews-Kaohsiung_CKS_Martial_Hall-Lingya_Kaohsiung.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/c1/52/2b/caption.jpg?w=500&h=-1&s=1,中正技擊館,3.5 分 (共 5 分),4,競技場和體育場館,
,,,,53,1,
https://www.tripadvisor.com.tw/Attraction_Review-g13806480-d10746270-Reviews-Dongshan_Station-Dongshan_Yilan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/4d/89/89/photo6jpg.jpg?w=500&h=-1&s=1,冬山火車站,4.0 分 (共 5 分),29,景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13808515-d6554301-Reviews-Taipei_World_Trade_Center_Hall_3-Xinyi_District_Taipei.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/d5/42/81/caption.jpg?w=500&h=400&s=1,台北世貿三館,4.0 分 (共 5 分),23,景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13806700-d19307084-Reviews-Longtan_Branch_Taoyuan_Public_Library-Longtan_District_Taoyuan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/e1/2f/4f/caption.jpg?w=500&h=-1&s=1,桃園市立圖書館龍潭分館,5.0 分 (共 5 分),1,圖書館,
https://www.tripadvisor.com.tw/Attraction_Review-g13806850-d6956052-Reviews-San_Xia_Indigo_Dyeing_Park-Sanxia_New_Taipei.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/78/ba/99/caption.jpg?w=500&h=400&s=1,藍染公園,3.5 分 (共 5 分),3,景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13806623-d1830102-Reviews-Wu_Su_Lin-Houbi_Tainan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/fb/05/52/caption.jpg?w=500&h=400&s=1,烏樹林休閒園區,4.0 分 (共 5 分),10,,
https://www.tripadvisor.com.tw/Attraction_Review-g13808658-d8615309-Reviews-Jinzhen_Gargens-Zhongliao_Nantou.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/07/6b/bf/caption.jpg?w=500&h=400&s=1,日月潭金針花海,4.0 分 (共 5 分),4,花園,
https://www.tripadvisor.com.tw/Attraction_Review-g13806886-d2422353-Reviews-National_Dong_Hwa_University-Shoufeng_Hualien.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/a8/32/57/caption.jpg?w=500&h=-1&s=1,東華大學,4.0 分 (共 5 分),95,教育景點,
https://www.tripadvisor.com.tw/Attraction_Review-g13806657-d2043518-Reviews-Longsan_Temple-Jinshan_New_Taipei.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/54/71/f9/20181107-164520-largejpg.jpg?w=500&h=400&s=1,淡水龍山寺,4.0 分 (共 5 分),153,宗教景點,
https://www.tripadvisor.com.tw/Attraction_Review-g13806883-d7124682-Reviews-White_Sand_Bay-Shimen_New_Taipei.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/21/47/0b/20180527-151250-largejpg.jpg?w=500&h=-1&s=1,白沙灣,4.5 分 (共 5 分),30,海灘,
https://www.tripadvisor.com.tw/Attraction_Review-g13806608-d6955961-Reviews-Mawudu_Forest-Guanxi_Hsinchu_County.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/41/f2/0b/caption.jpg?w=500&h=-1&s=1,馬武督探索森林,4.0 分 (共 5 分),24,森林,
https://www.tripadvisor.com.tw/Attraction_Review-g13806457-d6749586-Reviews-Ta_Shee_Blooming_Oasis-Daxi_District_Taoyuan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/78/bc/91/caption.jpg?w=500&h=-1&s=1,大溪花海農場,3.0 分 (共 5 分),9,花園,
https://www.tripadvisor.com.tw/Attraction_Review-g13808894-d6554046-Reviews-Zhushan_Culture_Park-Zhushan_Nantou.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/de/40/51/caption.jpg?w=500&h=400&s=1,竹山文化園區,4.0 分 (共 5 分),5,景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13806806-d8628115-Reviews-Ciminggong-Qianzhen_Kaohsiung.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/f4/52/2e/caption.jpg?w=500&h=400&s=1,慈明宮,4.0 分 (共 5 分),3,景點和地標 • 史跡徒步區,
https://www.tripadvisor.com.tw/Attraction_Review-g13811269-d8756176-Reviews-Boven_Magazine_Library-Da_an_Taipei.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/d2/c9/30/boven-magazine-library.jpg?w=500&h=400&s=1,雜誌圖書館,4.5 分 (共 5 分),6,圖書館,
https://www.tripadvisor.com.tw/Attraction_Review-g13808394-d11836415-Reviews-Zhangshu_Trail-Wenshan_Taipei.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/9c/5f/57/caption.jpg?w=500&h=-1&s=1,樟樹步道,4.0 分 (共 5 分),8,登山步道,
https://www.tripadvisor.com.tw/Attraction_Review-g13808557-d16699765-Reviews-Kaohsiung_Gang_Guanguang_You_Gang_Zhan_An_Yi_Hao-Yancheng_Kaohsiung.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/8d/ec/9a/caption.jpg?w=500&h=-1&s=1,高雄港觀光遊港‧占岸一號,4.5 分 (共 5 分),2,遊艇碼頭 • 船舶,
https://www.tripadvisor.com.tw/Attraction_Review-g13806921-d11725583-Reviews-Danshui_Street_Changduo_Tianrongji_Former_Residence-Tamsui_New_Taipei.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/3f/67/29/3.jpg?w=500&h=400&s=1,淡水街長多田榮吉故居,4.0 分 (共 5 分),16,古蹟 • 景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13806590-d6553797-Reviews-Oil_Field_Exhibition_Hall-Gongguan_Miaoli.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/1c/cc/20/photo1jpg.jpg?w=500&h=-1&s=1,油礦陳列館,3.5 分 (共 5 分),3,景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13808515-d10162357-Reviews-Breeze_Xin_Yi-Xinyi_District_Taipei.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/13/99/b9/caption.jpg?w=500&h=400&s=1,Breeze Xin Yi,3.5 分 (共 5 分),28,購物中心,
https://www.tripadvisor.com.tw/Attraction_Review-g13806638-d10104320-Reviews-Paper_cut_Art_Village-Huwei_Yunlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/af/6f/85/caption.jpg?w=500&h=-1&s=1,紙彩繪藝術村,4.5 分 (共 5 分),8,地區,
https://www.tripadvisor.com.tw/Attraction_Review-g1433864-d12910028-Reviews-Three_Generation_Tree_Elephant_Nose_Tree-Chiayi_County.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/c1/27/1d/caption.jpg?w=500&h=400&s=1,三代木及象鼻木,4.0 分 (共 5 分),4,景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g12421151-d6554003-Reviews-Xingsian_Tutorial_Academy-Yuanlin_Changhua.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/81/2f/2f/20161031-103240-largejpg.jpg?w=500&h=400&s=1,興賢書院,3.0 分 (共 5 分),5,景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13811269-d12242523-Reviews-National_Central_Library_Info_Library-Da_an_Taipei.html,,國家圖書館-資訊圖書館,4.5 分 (共 5 分),7,圖書館,
https://www.tripadvisor.com.tw/Attraction_Review-g13808929-d8859953-Reviews-Zhouzi_Wetland_Park-Zuoying_Kaohsiung.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/d2/f0/3d/caption.jpg?w=500&h=400&s=1,洲仔濕地公園,4.0 分 (共 5 分),14,水域 • 自然和野生動物區,
https://www.tripadvisor.com.tw/Attraction_Review-g12421151-d10391908-Reviews-Yuanlin_Shinto_shrine-Yuanlin_Changhua.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/69/bb/1f/getlstd-property-photo.jpg?w=500&h=400&s=1,員林神社,4.0 分 (共 5 分),1,古代遺址,
https://www.tripadvisor.com.tw/Attraction_Review-g13806879-d1645921-Reviews-Shi_Lin_Ci_Cheng_Gong-Shilin_Taipei.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/c7/10/47/caption.jpg?w=500&h=-1&s=1,士林慈誠宮,3.5 分 (共 5 分),84,古蹟,
https://www.tripadvisor.com.tw/Attraction_Review-g13806700-d6974609-Reviews-Laobeike_Recreation_Farm-Longtan_District_Taoyuan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/00/d9/14/photo0jpg.jpg?w=500&h=400&s=1,老貝殼休閒農場,4.0 分 (共 5 分),2,農場,
https://www.tripadvisor.com.tw/Attraction_Review-g13806837-d6955811-Reviews-Husyue_Dising-Ruifang_New_Taipei.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/f9/61/ee/photo1jpg.jpg?w=500&h=-1&s=1,壺穴地形,4.0 分 (共 5 分),5,地質構造,
https://www.tripadvisor.com.tw/Attraction_Review-g13806497-d6952526-Reviews-Bakeli_Memorial_Park-East_District_Tainan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/8e/68/bc/20160609-164144-largejpg.jpg?w=500&h=400&s=1,巴克禮紀念公園,4.5 分 (共 5 分),37,公園,
https://www.tripadvisor.com.tw/Attraction_Review-g13806767-d15239716-Reviews-Rainbow_Riverside_Park-Neihu_Taipei.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/d0/37/af/timephoto-20210402-155828.jpg?w=500&h=-1&s=1,彩虹河濱公園,4.0 分 (共 5 分),7,景點和地標 • 景觀徒步區,
,,,,54,1,
https://www.tripadvisor.com.tw/Attraction_Review-g13806921-d9807760-Reviews-Xiyang_Guanjing_Area-Tamsui_New_Taipei.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/1d/3c/8f/caption.jpg?w=500&h=400&s=1,淡水夕陽観景区,4.0 分 (共 5 分),22,景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13806635-d6553983-Reviews-Wende_Temple-Huatan_Changhua.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/a2/e3/eb/20170621-204437-largejpg.jpg?w=500&h=-1&s=1,文德宮,5.0 分 (共 5 分),2,景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13806883-d6974300-Reviews-Shimen_Cave-Shimen_New_Taipei.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/c7/83/11/screenshot-20180924-221127.jpg?w=500&h=400&s=1,石門洞,4.0 分 (共 5 分),30,大洞穴和洞窟,
https://www.tripadvisor.com.tw/Attraction_Review-g13808605-d6554089-Reviews-Cing_Han_Bridge-Yilan_City_Yilan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/fc/15/1a/caption.jpg?w=500&h=400&s=1,慶和橋,4.0 分 (共 5 分),2,景點和地標 • 橋樑,
https://www.tripadvisor.com.tw/Attraction_Review-g13792475-d6956599-Reviews-New_Taipei_City_Art_Center_Theater-Banqiao_New_Taipei.html,,新北市藝文中心演藝廳,3.5 分 (共 5 分),5,劇場,
https://www.tripadvisor.com.tw/Attraction_Review-g13808671-d16731835-Reviews-Song_Jin_2_Park-Zhongshan_District_Taipei.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/a4/57/34/caption.jpg?w=500&h=-1&s=1,松錦2號公園,3.5 分 (共 5 分),6,公園 • 遊樂場,
https://www.tripadvisor.com.tw/Attraction_Review-g13808926-d10391423-Reviews-Tong_an_Temple-Ziguan_Kaohsiung.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/85/7a/28/tong-an-temple.jpg?w=500&h=-1&s=1,同安宮,4.0 分 (共 5 分),1,景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13808853-d2071593-Reviews-Evergreen_Maritime_Museum-Zhongzheng_District_Taipei.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/3e/00/b2/photo2jpg.jpg?w=500&h=-1&s=1,長榮海事博物館,4.0 分 (共 5 分),130,軍事博物館 • 歷史博物館,
https://www.tripadvisor.com.tw/Attraction_Review-g13792468-d6952530-Reviews-Baihe_Lotus_Park-Baihe_Tainan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/90/3d/2e/caption.jpg?w=500&h=400&s=1,白河蓮花公園,4.0 分 (共 5 分),6,公園,
https://www.tripadvisor.com.tw/Attraction_Review-g13806700-d12962456-Reviews-Long_Yuan_Temple-Longtan_District_Taoyuan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/80/23/23/caption.jpg?w=500&h=-1&s=1,龍元宮,4.5 分 (共 5 分),2,宗教景點,
https://www.tripadvisor.com.tw/Attraction_Review-g13806674-d15122746-Reviews-Gather_Art-Lingya_Kaohsiung.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/77/1c/7e/caption.jpg?w=500&h=-1&s=1,序藝術,4.0 分 (共 5 分),2,美術館,
https://www.tripadvisor.com.tw/Attraction_Review-g13806700-d19355049-Reviews-Ling_Tan_Xing_Chuang_Jidi-Longtan_District_Taoyuan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/f0/ea/8e/i-love-their-lanterns.jpg?w=500&h=-1&s=1,菱潭興創基地,5.0 分 (共 5 分),1,景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13792757-d12926443-Reviews-Taichung_Railway_Station_Tourist_Service_Center-Central_District_Taichung.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/7f/c0/c5/caption.jpg?w=500&h=-1&s=1,臺中火車站旅遊服務中心,4.0 分 (共 5 分),30,遊客中心,
https://www.tripadvisor.com.tw/Attraction_Review-g13806655-d8489856-Reviews-Lake_Ci_Sunset_View_of_the_sea_Platform-Jinning_Kinmen.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e6/6d/89/caption.jpg?w=500&h=400&s=1,慈湖落日觀海平台,4.5 分 (共 5 分),21,海灘,
https://www.tripadvisor.com.tw/Attraction_Review-g13806844-d6554000-Reviews-Yi_Tian_Temple-Sanchong_New_Taipei.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/d7/b8/75/caption.jpg?w=500&h=-1&s=1,義天宮,4.5 分 (共 5 分),6,景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13792464-d15776853-Reviews-Da_Huo_Fang-Bade_District_Taoyuan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/58/17/b5/photo0jpg.jpg?w=500&h=-1&s=1,大火房浣衣池,5.0 分 (共 5 分),1,景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13806772-d11045289-Reviews-Xiao_Nan_Hai_Guanyin_Delubrum-Niaosong_Kaohsiung.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/17/62/b3/caption.jpg?w=500&h=400&s=1,小南海觀音寺,5.0 分 (共 5 分),24,宗教景點,
https://www.tripadvisor.com.tw/Attraction_Review-g13806928-d12242465-Reviews-Tien_Chung-Tianzhong_Changhua.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/69/cd/28/photo2jpg.jpg?w=500&h=400&s=1,田中窯,3.5 分 (共 5 分),3,美術館,
https://www.tripadvisor.com.tw/Attraction_Review-g13808671-d6963830-Reviews-Jhih_Sheng_Memorial-Zhongshan_District_Taipei.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/1d/93/7d/caption.jpg?w=500&h=-1&s=1,志生紀念館,3.0 分 (共 5 分),1,景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13806620-d1466388-Reviews-Hengchun_Old_Town-Hengchun_Pingtung.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/ba/cb/db/front-view-of-the-south.jpg?w=500&h=400&s=1,恆春古城東門,4.0 分 (共 5 分),220,古代遺址,
https://www.tripadvisor.com.tw/Attraction_Review-g13806697-d6963968-Reviews-Taikang_Green_Tunnel-Liuying_Tainan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/8a/38/d2/photo0jpg.jpg?w=500&h=-1&s=1,太康綠色隧道,4.0 分 (共 5 分),5,景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13806657-d6554221-Reviews-Mysterious_Coast-Jinshan_New_Taipei.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/1d/ae/70/caption.jpg?w=500&h=400&s=1,神祕海岸,5.0 分 (共 5 分),10,景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13806592-d6955995-Reviews-Long_Dong_Bay_Park-Gongliao_New_Taipei.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/07/1c/5a/caption.jpg?w=500&h=-1&s=1,龍洞灣海洋公園,4.0 分 (共 5 分),8,公園,
https://www.tripadvisor.com.tw/Attraction_Review-g13806634-d6553617-Reviews-General_Hall-Hualien_City_Hualien.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/f2/55/3f/caption.jpg?w=500&h=400&s=1,將軍府,3.5 分 (共 5 分),34,景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13806757-d6956045-Reviews-Rainbow_Waterfall-Nantou_City_Nantou.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/9c/47/ad/20140708.jpg?w=500&h=400&s=1,彩虹瀑布,4.0 分 (共 5 分),6,瀑布,
https://www.tripadvisor.com.tw/Attraction_Review-g13792757-d8409307-Reviews-Taiwan_Musem_of_Suncake-Central_District_Taichung.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/c1/f2/77/a-beautiful-red-and-white.jpg?w=500&h=-1&s=1,台灣太陽餅博物館,4.0 分 (共 5 分),51,特色博物館 • 建築物,
https://www.tripadvisor.com.tw/Attraction_Review-g13792464-d8600421-Reviews-The_Tao_s_Plaza-Bade_District_Taoyuan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/df/2f/44/caption.jpg?w=500&h=400&s=1,桃拾生活廣場,4.0 分 (共 5 分),5,景點和地標 • 建築物,
https://www.tripadvisor.com.tw/Attraction_Review-g13806648-d6553772-Reviews-Mary_Leu_Fine_Art_Carving_Gallery-Jiaoxi_Yilan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/60/b5/b2/caption.jpg?w=500&h=-1&s=1,呂美麗精雕藝術館,5.0 分 (共 5 分),7,美術館,
https://www.tripadvisor.com.tw/Attraction_Review-g13806457-d6554574-Reviews-Baiji_Shaded_Trail-Daxi_District_Taoyuan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/9f/28/86/caption.jpg?w=500&h=400&s=1,百吉林蔭步道,4.0 分 (共 5 分),10,登山步道,
https://www.tripadvisor.com.tw/Attraction_Review-g12200518-d14163972-Reviews-Plaza_6-Zhubei_Hsinchu_County.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/e9/f9/f7/6-plaza.jpg?w=500&h=-1&s=1,6+ Plaza 廣場,3.5 分 (共 5 分),6,百貨公司 • 購物中心,
,,,,55,1,
https://www.tripadvisor.com.tw/Attraction_Review-g13808400-d6963760-Reviews-Wu_Yuan_Yiwen_Center-West_Central_District_Tainan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/77/ac/49/caption.jpg?w=500&h=-1&s=1,吳園藝文中心,4.0 分 (共 5 分),78,古蹟,
https://www.tripadvisor.com.tw/Attraction_Review-g13806768-d10020565-Reviews-Song_Jiang_Jhen_Battle_Array_in_Neimen-Neimen_Kaohsiung.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/87/fb/25/caption.jpg?w=500&h=400&s=1,高雄內門宋江陣,4.5 分 (共 5 分),67,文化活動,
https://www.tripadvisor.com.tw/Attraction_Review-g13806837-d9764751-Reviews-Wufan_Kangdao_Memorial_Park-Ruifang_New_Taipei.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/74/bf/ec/caption.jpg?w=500&h=-1&s=1,五番坑道紀念公園,4.0 分 (共 5 分),2,古蹟 • 景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13808557-d6963717-Reviews-Temple_to_the_Three_Mountain_Lords_in_Jiouru-Yancheng_Kaohsiung.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/bd/7f/c5/caption.jpg?w=500&h=-1&s=1,三山國王廟,4.0 分 (共 5 分),9,宗教景點,
https://www.tripadvisor.com.tw/Attraction_Review-g13808558-d6554014-Reviews-Yangmei_Old_Street-Yangmei_District_Taoyuan.html,,楊梅老街,3.5 分 (共 5 分),5,景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13806838-d6956744-Reviews-Ji_Jheng_Ranch-Ruisui_Hualien.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/8e/a7/3c/img-20170611-110815-largejpg.jpg?w=500&h=400&s=1,吉蒸牧場,3.5 分 (共 5 分),14,農場,
https://www.tripadvisor.com.tw/Attraction_Review-g13806951-d8550861-Reviews-Xichang_Street_Night_Market-Wanhua_Taipei.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/ec/da/ad/caption.jpg?w=500&h=400&s=1,西昌街夜市,3.0 分 (共 5 分),21,景點和地標 • 跳蚤市場和街頭市集,
https://www.tripadvisor.com.tw/Attraction_Review-g304160-d6554234-Reviews-NuoMi_Qiao-Nantou.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/ea/09/eb/caption.jpg?w=500&h=-1&s=1,糯米橋,3.5 分 (共 5 分),3,景點和地標,
https://www.tripadvisor.com.tw/Attraction_Review-g13806459-d19073539-Reviews-Puxin_Chi_Park-Dayuan_District_Taoyuan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/71/69/a6/caption.jpg?w=500&h=-1&s=1,埔心池公園,4.0 分 (共 5 分),1,公園,
https://www.tripadvisor.com.tw/Attraction_Review-g13806910-d554784-Reviews-Taitung_Seashore_Park-Taitung_City_Taitung.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/6f/c5/3e/20160805-150038-largejpg.jpg?w=500&h=400&s=1,台東海濱公園,4.0 分 (共 5 分),104,公園,
https://www.tripadvisor.com.tw/Attraction_Review-g13808607-d12179533-Reviews-Yingge_Spot_Aesthetics_Hall-Yingge_New_Taipei.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/a5/b8/55/caption.jpg?w=500&h=-1&s=1,鶯歌光點美學館,4.0 分 (共 5 分),28,建築物 • 購物中心,
https://www.tripadvisor.com.tw/Attraction_Review-g13806851-d16656399-Reviews-LuoYuSong_Uncharted-Sanxing_Yilan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/74/df/e7/caption.jpg?w=500&h=-1&s=1,落羽松秘境,4.5 分 (共 5 分),3,公園,
https://www.tripadvisor.com.tw/Attraction_Review-g13806457-d10671061-Reviews-Daxi_Wood_Art_Ecomuseum_Taoyuan-Daxi_District_Taoyuan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/fe/72/b9/caption.jpg?w=500&h=-1&s=1,桃園市大溪木藝生態博物館,3.5 分 (共 5 分),7,特色博物館 • 歷史博物館,
https://www.tripadvisor.com.tw/Attraction_Review-g13806613-d6956965-Reviews-Taiji_Tea_Garden-Gukeng_Yunlin.html,,太極茶園,3.0 分 (共 5 分),1,花園,
https://www.tripadvisor.com.tw/Attraction_Review-g13806858-d19260571-Reviews-Mingxiu_Park-Shalu_Taichung.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/32/1b/3f/caption.jpg?w=500&h=-1&s=1,明秀公園,4.0 分 (共 5 分),2,公園,
https://www.tripadvisor.com.tw/Attraction_Review-g13806620-d12310726-Reviews-Sheding_Natural_Park-Hengchun_Pingtung.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/25/63/c3/caption.jpg?w=500&h=-1&s=1,社頂自然公園,4.5 分 (共 5 分),33,公園,
https://www.tripadvisor.com.tw/Attraction_Review-g13806850-d6956783-Reviews-Qian_Hu_Chuan_Qi_Ecology_Farm-Sanxia_New_Taipei.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/c8/f0/8e/photo9jpg.jpg?w=500&h=-1&s=1,千戶傳奇生態農場,4.0 分 (共 5 分),1,農場,
https://www.tripadvisor.com.tw/Attraction_Review-g1152699-d6553511-Reviews-Beishan_Gong_Jyun_Command_Post-Kinmen.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/58/24/caption.jpg?w=500&h=400&s=1,北山共軍指揮所,4.5 分 (共 5 分),16,景點和地標,
